division,breed,sex,pts1,pts2,pts3,pts4,pts5
8,Retrievers (Flat-Coated),Bitch,2,4,5,6,7
8,Retrievers (Golden),Dog,2,8,14,15,18
8,Retrievers (Golden),Bitch,2,10,17,22,30
8,Retrievers (Labrador),Dog,2,8,13,19,31
8,Retrievers (Labrador),Bitch,3,12,20,28,44
8,Retrievers (Nova Scotia Duck Tolling),Dog,2,3,4,5,6
8,Retrievers (Nova Scotia Duck Tolling),Bitch,2,3,4,5,6
8,Setters (English),Dog,2,3,4,5,6
8,Setters (English),Bitch,2,4,5,6,7
8,Setters (Gordon),Dog,2,3,4,5,6
8,Setters (Gordon),Bitch,2,3,4,5,6
8,Setters (Irish),Dog,2,3,4,5,6
8,Setters (Irish),Bitch,2,4,5,7,12
8,Setters (Irish Red and White),Dog,2,3,4,5,6
8,Setters (Irish Red and White),Bitch,2,3,4,5,6
8,Spaniels (American Water),Dog,2,3,4,5,6
8,Spaniels (American Water),Bitch,2,3,4,5,6
8,Spaniels (Boykin),Dog,2,3,4,5,6
8,Spaniels (Boykin),Bitch,2,3,4,5,6
8,Spaniels (Clumber),Dog,2,3,4,5,6
8,Spaniels (Clumber),Bitch,2,3,4,5,6
8,Spaniels (Cocker) Black,Dog,2,3,4,5,6
8,Spaniels (Cocker) Black,Bitch,2,3,4,5,6
8,Spaniels (Cocker) ASCOB,Dog,2,3,4,5,6
8,Spaniels (Cocker) ASCOB,Bitch,2,3,4,5,8
8,Spaniels (Cocker) Parti,Dog,2,3,4,5,6
8,Spaniels (Cocker) Parti,Bitch,2,3,4,5,6
8,Spaniels (English Cocker),Dog,2,3,4,5,6
8,Spaniels (English Cocker),Bitch,2,4,6,8,12
8,Spaniels (English Springer),Dog,2,3,4,5,7
8,Spaniels (English Springer),Bitch,2,6,9,13,19
8,Spaniels (Irish Water),Dog,2,3,4,5,6
8,Spaniels (Irish Water),Bitch,2,3,4,5,6
8,Spaniels (Sussex),Dog,2,3,4,5,6
8,Spaniels (Sussex),Bitch,2,3,4,5,6
8,Spaniels (Welsh Springer),Dog,2,3,4,5,6
8,Spaniels (Welsh Springer),Bitch,2,3,4,5,6
8,Spinoni Italiani,Dog,2,3,4,5,6
8,Spinoni Italiani,Bitch,2,3,4,5,6
8,Vizslas,Dog,2,6,9,10,13
8,Vizslas,Bitch,2,6,9,11,14
8,Weimaraners,Dog,2,3,4,5,7
8,Weimaraners,Bitch,2,4,5,6,8
8,Wirehaired Pointing Griffons,Dog,2,3,4,5,6
8,Wirehaired Pointing Griffons,Bitch,2,3,4,5,6
8,Wirehaired Vizslas,Dog,2,3,4,5,6
8,Wirehaired Vizslas,Bitch,2,3,4,5,6
8,Afghan Hounds,Dog,2,3,4,5,6
8,Afghan Hounds,Bitch,2,4,5,6,7
8,American English Coonhounds,Dog,2,3,4,5,6
8,American English Coonhounds,Bitch,2,3,4,5,6
8,American Foxhounds,Dog,2,3,4,5,6
8,American Foxhounds,Bitch,2,3,4,5,6
8,Azawakhs,Dog,2,3,4,5,6
8,Azawakhs,Bitch,2,3,4,5,6
8,Basenjis,Dog,2,5,7,11,18
8,Basenjis,Bitch,2,5,7,11,17
8,Basset Hounds,Dog,2,3,4,5,7
8,Basset Hounds,Bitch,2,4,5,6,9
8,Black and Tan Coonhounds,Dog,2,3,4,5,6
8,Black and Tan Coonhounds,Bitch,2,3,4,5,6
8,Bloodhounds,Dog,2,3,4,5,6
8,Bloodhounds,Bitch,2,3,4,5,6
8,Bluetick Coonhounds,Dog,2,3,4,5,6
8,Bluetick Coonhounds,Bitch,2,3,4,5,6
8,Borzois,Dog,2,4,5,7,10
8,Borzois,Bitch,2,4,5,8,13
8,Cirnechi dell’Etna,Dog,2,3,4,5,6
8,Cirnechi dell’Etna,Bitch,2,3,4,5,6
8,Dachshunds (Longhaired),Dog,2,3,4,5,6
8,Dachshunds (Longhaired),Bitch,2,4,5,6,7
8,Dachshunds (Smooth),Dog,2,3,4,5,6
8,Dachshunds (Smooth),Bitch,2,5,7,8,9
8,Dachshunds (Wirehaired),Dog,2,3,4,5,6
8,Dachshunds (Wirehaired),Bitch,2,4,5,7,10
8,English Foxhounds,Dog,2,3,4,5,6
8,English Foxhounds,Bitch,2,3,4,5,6
8,Grand Basset Griffon Vendeens,Dog,2,3,4,5,6
8,Grand Basset Griffon Vendeens,Bitch,2,3,4,5,6
8,Greyhounds,Dog,2,3,4,5,6
8,Greyhounds,Bitch,2,3,4,5,6
8,Harriers,Dog,2,3,4,5,6
8,Harriers,Bitch,2,3,4,5,6
8,Ibizan Hounds,Dog,2,3,4,5,6
8,Ibizan Hounds,Bitch,2,3,4,5,6
8,Irish Wolfhounds,Dog,2,3,4,5,7
8,Irish Wolfhounds,Bitch,2,4,6,7,10
8,Norwegian Elkhounds,Dog,2,3,4,5,6
8,Norwegian Elkhounds,Bitch,2,3,4,5,6
8,Otterhounds,Dog,2,3,4,5,6
8,Otterhounds,Bitch,2,3,4,5,6
8,Petits Bassets Griffons Vendeens,Dog,2,3,4,5,6
8,Petits Bassets Griffons Vendeens,Bitch,2,3,4,5,6
8,Pharaoh Hounds,Dog,2,3,4,5,6
8,Pharaoh Hounds,Bitch,2,3,4,5,6
8,Plott Hounds,Dog,2,3,4,5,6
8,Plott Hounds,Bitch,2,3,4,5,6
8,Portuguese Podengo Pequenos,Dog,2,3,4,5,6
8,Portuguese Podengo Pequenos,Bitch,2,3,4,5,6
8,Redbone Coonhounds,Dog,2,3,4,5,6
8,Redbone Coonhounds,Bitch,2,3,4,5,6
8,Rhodesian Ridgebacks,Dog,2,5,7,8,11
8,Rhodesian Ridgebacks,Bitch,2,6,10,12,16
8,Salukis,Dog,2,3,4,5,6
8,Salukis,Bitch,2,4,5,6,7
8,Scottish Deerhounds,Dog,2,3,4,5,6
8,Scottish Deerhounds,Bitch,2,3,4,5,6
8,Sloughis,Dog,2,3,4,5,6
8,Sloughis,Bitch,2,3,4,5,6
8,Treeing Walker Coonhounds,Dog,2,3,4,5,6
8,Treeing Walker Coonhounds,Bitch,2,3,4,5,6
8,Whippets,Dog,2,4,6,8,12
8,Whippets,Bitch,2,5,8,14,24
8,Akitas,Dog,2,3,4,5,6
8,Akitas,Bitch,2,3,4,5,6
8,Alaskan Malamutes,Dog,2,3,4,5,6
8,Alaskan Malamutes,Bitch,2,3,4,5,6
8,Anatolian Shepherd Dogs,Dog,2,3,4,5,6
8,Anatolian Shepherd Dogs,Bitch,2,3,4,5,6
8,Bernese Mountain Dogs,Dog,2,5,8,10,13
8,Bernese Mountain Dogs,Bitch,2,5,8,10,14
8,Black Russian Terriers,Dog,2,3,4,5,6
8,Black Russian Terriers,Bitch,2,3,4,5,6
8,Boerboels,Dog,2,3,4,5,6
8,Boerboels,Bitch,2,3,4,5,6
8,Boxers,Dog,2,4,5,6,7
8,Boxers,Bitch,2,6,9,10,13
8,Bullmastiffs,Dog,2,3,4,5,6
8,Bullmastiffs,Bitch,2,4,6,7,10
8,Cane Corso,Dog,2,3,4,5,6
8,Cane Corso,Bitch,2,3,4,5,6
8,Chinooks,Dog,2,3,4,5,6
8,Chinooks,Bitch,2,3,4,5,6
8,Danish-Swedish Farmdogs,Dog,2,3,4,5,6
8,Danish-Swedish Farmdogs,Bitch,2,3,4,5,6
8,Doberman Pinschers,Dog,2,4,6,9,14
8,Doberman Pinschers,Bitch,2,8,13,18,26
8,Dogo Argentinos,Dog,2,3,4,5,6
8,Dogo Argentinos,Bitch,2,3,4,5,6
8,Dogues de Bordeaux,Dog,2,3,4,5,6
8,Dogues de Bordeaux,Bitch,2,3,4,5,6
8,German Pinschers,Dog,2,3,4,5,6
8,German Pinschers,Bitch,2,3,4,5,6
8,Giant Schnauzers,Dog,2,3,4,5,6
8,Giant Schnauzers,Bitch,2,3,4,5,6
8,Great Danes,Dog,2,5,7,8,10
8,Great Danes,Bitch,2,7,11,13,17
8,Great Pyrenees,Dog,2,3,4,5,6
8,Great Pyrenees,Bitch,2,3,4,5,6
8,Greater Swiss Mountain Dogs,Dog,2,3,4,5,6
8,Greater Swiss Mountain Dogs,Bitch,2,4,5,6,7
8,Komondorok,Dog,2,3,4,5,6
8,Komondorok,Bitch,2,3,4,5,6
8,Kuvaszok,Dog,2,3,4,5,6
8,Kuvaszok,Bitch,2,3,4,5,6
8,Leonbergers,Dog,2,3,4,5,6
8,Leonbergers,Bitch,2,3,4,5,6
8,Mastiffs,Dog,2,3,4,5,6
8,Mastiffs,Bitch,2,3,4,5,6
8,Neapolitan Mastiffs,Dog,2,3,4,5,6
8,Neapolitan Mastiffs,Bitch,2,3,4,5,6
8,Newfoundlands,Dog,2,3,4,5,6
8,Newfoundlands,Bitch,2,4,6,7,8
8,Portuguese Water Dogs,Dog,2,3,4,5,6
8,Portuguese Water Dogs,Bitch,2,4,5,6,7
8,Rottweilers,Dog,2,3,4,5,6
8,Rottweilers,Bitch,2,4,6,7,10
8,St. Bernards,Dog,2,3,4,5,6
8,St. Bernards,Bitch,2,4,5,6,8
8,Samoyeds,Dog,2,3,4,5,6
8,Samoyeds,Bitch,2,4,5,6,7
8,Siberian Huskies,Dog,2,5,7,8,9
8,Siberian Huskies,Bitch,2,5,8,11,17
8,Standard Schnauzers,Dog,2,3,4,5,6
8,Standard Schnauzers,Bitch,2,3,4,5,6
8,Tibetan Mastiffs,Dog,2,3,4,5,6
8,Tibetan Mastiffs,Bitch,2,3,4,5,6
8,Airedale Terriers,Dog,2,3,4,5,6
8,Airedale Terriers,Bitch,2,3,4,5,6
8,American Hairless Terriers,Dog,2,3,4,5,6
8,American Hairless Terriers,Bitch,2,3,4,5,6
8,American Staffordshire Terriers,Dog,2,3,4,5,6
8,American Staffordshire Terriers,Bitch,2,3,4,5,6
8,Australian Terriers,Dog,2,3,4,5,6
8,Australian Terriers,Bitch,2,3,4,5,6
8,Bedlington Terriers,Dog,2,3,4,5,6
8,Bedlington Terriers,Bitch,2,3,4,5,6
8,Border Terriers,Dog,2,3,4,5,6
8,Border Terriers,Bitch,2,5,7,8,10
8,Bull Terriers (Colored),Dog,2,3,4,5,6
8,Bull Terriers (Colored),Bitch,2,3,4,5,6
8,Bull Terriers (White),Dog,2,3,4,5,6
8,Bull Terriers (White),Bitch,2,3,4,5,6
8,Cairn Terriers,Dog,2,3,4,5,6
8,Cairn Terriers,Bitch,2,5,7,8,9
8,Cesky Terriers,Dog,2,3,4,5,6
8,Cesky Terriers,Bitch,2,3,4,5,6
8,Dandie Dinmont Terriers,Dog,2,3,4,5,6
8,Dandie Dinmont Terriers,Bitch,2,3,4,5,6
8,Fox Terriers (Smooth),Dog,2,3,4,5,6
8,Fox Terriers (Smooth),Bitch,2,3,4,5,6
8,Fox Terriers (Wire),Dog,2,3,4,5,6
8,Fox Terriers (Wire),Bitch,2,3,4,5,6
8,Glen of Imaal Terriers,Dog,2,3,4,5,6
8,Glen of Imaal Terriers,Bitch,2,3,4,5,6
8,Irish Terriers,Dog,2,3,4,5,6
8,Irish Terriers,Bitch,2,3,4,5,6
8,Kerry Blue Terriers,Dog,2,3,4,5,6
8,Kerry Blue Terriers,Bitch,2,3,4,5,6
8,Lakeland Terriers,Dog,2,3,4,5,6
8,Lakeland Terriers,Bitch,2,3,4,5,6
8,Manchester Terriers (Standard),Dog,2,3,4,5,6
8,Manchester Terriers (Standard),Bitch,2,3,4,5,6
8,Miniature Bull Terriers,Dog,2,3,4,5,6
8,Miniature Bull Terriers,Bitch,2,3,4,5,6
8,Miniature Schnauzers,Dog,2,4,5,6,7
8,Miniature Schnauzers,Bitch,2,5,7,8,9
8,Norfolk Terriers,Dog,2,3,4,5,6
8,Norfolk Terriers,Bitch,2,3,4,5,6
8,Norwich Terriers,Dog,2,3,4,5,6
8,Norwich Terriers,Bitch,2,3,4,5,6
8,Parson Russell Terriers,Dog,2,3,4,5,6
8,Parson Russell Terriers,Bitch,2,3,4,5,6
8,Rat Terriers,Dog,2,3,4,5,6
8,Rat Terriers,Bitch,2,3,4,5,6
8,Russell Terriers,Dog,2,3,4,5,6
8,Russell Terriers,Bitch,2,3,4,5,6
8,Scottish Terriers,Dog,2,3,4,5,7
8,Scottish Terriers,Bitch,2,3,4,5,6
8,Sealyham Terriers,Dog,2,3,4,5,6
8,Sealyham Terriers,Bitch,2,3,4,5,6
8,Skye Terriers,Dog,2,3,4,5,6
8,Skye Terriers,Bitch,2,3,4,5,6
8,Soft Coated Wheaten Terriers,Dog,2,3,4,5,6
8,Soft Coated Wheaten Terriers,Bitch,2,3,4,5,6
8,Staffordshire Bull Terriers,Dog,2,3,4,5,7
8,Staffordshire Bull Terriers,Bitch,2,4,6,8,12
8,Welsh Terriers,Dog,2,3,4,5,6
8,Welsh Terriers,Bitch,2,3,4,5,6
8,West Highland White Terriers,Dog,2,3,4,5,6
8,West Highland White Terriers,Bitch,2,3,4,5,6
8,Affenpinschers,Dog,2,3,4,5,6
8,Affenpinschers,Bitch,2,3,4,5,6
8,Biewer Terriers,Dog,2,3,4,5,6
8,Biewer Terriers,Bitch,2,3,4,5,6
8,Brussels Griffons,Dog,2,3,4,5,6
8,Brussels Griffons,Bitch,2,3,4,5,6
8,Cavalier King Charles Spaniels,Dog,2,5,8,11,16
8,Cavalier King Charles Spaniels,Bitch,2,7,12,16,22
8,Chihuahuas (Long Coat),Dog,2,3,4,5,6
8,Chihuahuas (Long Coat),Bitch,2,4,5,6,8
8,Chihuahuas (Smooth Coat),Dog,2,3,4,5,6
8,Chihuahuas (Smooth Coat),Bitch,2,3,4,5,6
8,Chinese Crested,Dog,2,4,5,6,8
8,Chinese Crested,Bitch,2,4,6,7,9
8,English Toy Spaniels (Blenheim & Prince Charles),Dog,2,3,4,5,6
8,English Toy Spaniels (Blenheim & Prince Charles),Bitch,2,3,4,5,6
8,English Toy Spaniels (King Charles & Ruby),Dog,2,3,4,5,6
8,English Toy Spaniels (King Charles & Ruby),Bitch,2,3,4,5,6
8,Havanese,Dog,2,4,5,6,7
8,Havanese,Bitch,2,5,7,8,9
8,Italian Greyhounds,Dog,2,3,4,5,6
8,Italian Greyhounds,Bitch,2,3,4,5,6
8,Japanese Chin,Dog,2,3,4,5,6
8,Japanese Chin,Bitch,2,3,4,5,6
8,Maltese,Dog,2,3,4,5,6
8,Maltese,Bitch,2,3,4,5,6
8,Manchester Terriers (Toy),Dog,2,3,4,5,6
8,Manchester Terriers (Toy),Bitch,2,3,4,5,6
8,Miniature Pinschers,Dog,2,4,5,6,7
8,Miniature Pinschers,Bitch,2,4,6,8,12
8,Papillons,Dog,2,4,6,8,12
8,Papillons,Bitch,2,6,9,12,17
8,Pekingese,Dog,2,3,4,5,6
8,Pekingese,Bitch,2,3,4,5,6
8,Pomeranians,Dog,2,4,5,6,7
8,Pomeranians,Bitch,2,5,7,9,12
8,Poodles (Toy),Dog,2,3,4,5,6
8,Poodles (Toy),Bitch,2,3,4,5,6
8,Pugs,Dog,2,4,5,6,8
8,Pugs,Bitch,2,4,5,7,10
8,Russian Toys,Dog,2,3,4,5,6
8,Russian Toys,Bitch,2,3,4,5,6
8,Shih Tzu,Dog,2,3,4,5,6
8,Shih Tzu,Bitch,2,4,6,7,8
8,Silky Terriers,Dog,2,3,4,5,6
8,Silky Terriers,Bitch,2,3,4,5,6
8,Toy Fox Terriers,Dog,2,3,4,5,6
8,Toy Fox Terriers,Bitch,2,3,4,5,6
8,Yorkshire Terriers,Dog,2,3,4,5,6
8,Yorkshire Terriers,Bitch,2,4,5,6,7
8,American Eskimo Dogs,Dog,2,3,4,5,6
8,American Eskimo Dogs,Bitch,2,3,4,5,6
8,Bichons Frises,Dog,2,3,4,5,6
8,Bichons Frises,Bitch,2,3,4,5,6
8,Boston Terriers,Dog,2,4,5,6,7
8,Boston Terriers,Bitch,2,5,7,8,10
8,Bulldogs,Dog,2,4,6,7,8
8,Bulldogs,Bitch,2,6,9,11,15
8,Chinese Shar-Pei,Dog,2,3,4,5,6
8,Chinese Shar-Pei,Bitch,2,3,4,5,6
8,Chow Chows,Dog,2,3,4,5,6
8,Chow Chows,Bitch,2,3,4,5,6
8,Coton de Tulear,Dog,2,3,4,5,6
8,Coton de Tulear,Bitch,2,3,4,5,6
8,Dalmatians,Dog,2,3,4,5,7
8,Dalmatians,Bitch,2,4,5,6,7
8,Finnish Spitz,Dog,2,3,4,5,6
8,Finnish Spitz,Bitch,2,3,4,5,6
8,French Bulldogs,Dog,2,6,10,11,14
8,French Bulldogs,Bitch,2,8,14,16,20
8,Keeshonden,Dog,2,3,4,5,6
8,Keeshonden,Bitch,2,4,6,7,8
8,Lhasa Apsos,Dog,2,3,4,5,6
8,Lhasa Apsos,Bitch,2,3,4,5,6
8,Lowchen,Dog,2,3,4,5,6
8,Lowchen,Bitch,2,3,4,5,6
8,Norwegian Lundehunds,Dog,2,3,4,5,6
8,Norwegian Lundehunds,Bitch,2,3,4,5,6
8,Poodles (Miniature),Dog,2,3,4,5,6
8,Poodles (Miniature),Bitch,2,3,4,5,6
8,Poodles (Standard),Dog,2,4,6,7,9
8,Poodles (Standard),Bitch,2,5,8,10,13
8,Schipperkes,Dog,2,3,4,5,6
8,Schipperkes,Bitch,2,4,5,6,7
8,Shiba Inu,Dog,2,4,5,6,7
8,Shiba Inu,Bitch,2,4,6,8,11
8,Tibetan Spaniels,Dog,2,3,4,5,6
8,Tibetan Spaniels,Bitch,2,3,4,5,6
8,Tibetan Terriers,Dog,2,3,4,5,6
8,Tibetan Terriers,Bitch,2,3,4,5,6
8,Xoloitzcuintli,Dog,2,3,4,5,6
8,Xoloitzcuintli,Bitch,2,3,4,5,6
8,Australian Cattle Dogs,Dog,2,3,4,5,7
8,Australian Cattle Dogs,Bitch,2,5,7,9,12
8,Australian Shepherds,Dog,2,7,11,12,15
8,Australian Shepherds,Bitch,2,7,12,14,18
8,Bearded Collies,Dog,2,3,4,5,6
8,Bearded Collies,Bitch,2,3,4,5,6
8,Beaucerons,Dog,2,3,4,5,6
8,Beaucerons,Bitch,2,3,4,5,6
8,Belgian Laekenois,Dog,2,3,4,5,6
8,Belgian Laekenois,Bitch,2,3,4,5,6
8,Belgian Malinois,Dog,2,3,4,5,6
8,Belgian Malinois,Bitch,2,3,4,5,6
8,Belgian Sheepdogs,Dog,2,3,4,5,6
8,Belgian Sheepdogs,Bitch,2,3,4,5,6
8,Belgian Tervuren,Dog,2,3,4,5,6
8,Belgian Tervuren,Bitch,2,3,4,5,6
8,Bergamasco Sheepdogs,Dog,2,3,4,5,6
8,Bergamasco Sheepdogs,Bitch,2,3,4,5,6
9,Berger Picards,Dog,2,3,4,5,6
9,Berger Picards,Bitch,2,3,4,5,6
9,Border Collies,Dog,2,3,4,5,6
9,Border Collies,Bitch,2,3,4,5,6
9,Bouviers des Flandres,Dog,2,3,4,5,6
9,Bouviers des Flandres,Bitch,2,3,4,5,6
9,Briards,Dog,2,3,4,5,6
9,Briards,Bitch,2,3,4,5,6
9,Canaan Dogs,Dog,2,3,4,5,6
9,Canaan Dogs,Bitch,2,3,4,5,6
9,Cardigan Welsh Corgis,Dog,2,4,5,7,10
9,Cardigan Welsh Corgis,Bitch,2,4,6,7,10
9,Collies (Rough),Dog,2,5,7,9,12
9,Collies (Rough),Bitch,2,4,6,8,11
9,Collies (Smooth),Dog,2,3,4,5,7
9,Collies (Smooth),Bitch,2,4,6,7,9
9,Entlebucher Mountain Dogs,Dog,2,3,4,5,6
9,Entlebucher Mountain Dogs,Bitch,2,3,4,5,6
9,Finnish Lapphunds,Dog,2,3,4,5,6
9,Finnish Lapphunds,Bitch,2,3,4,5,6
9,German Shepherd Dogs,Dog,2,3,4,5,6
9,German Shepherd Dogs,Bitch,2,5,8,10,15
9,Icelandic Sheepdogs,Dog,2,3,4,5,6
9,Icelandic Sheepdogs,Bitch,2,3,4,5,6
9,Lancashire Heelers,Dog,2,3,4,5,6
9,Lancashire Heelers,Bitch,2,3,4,5,6
9,Miniature American Shepherds,Dog,2,4,6,7,10
9,Miniature American Shepherds,Bitch,2,6,9,11,15
9,Mudik,Dog,2,3,4,5,6
9,Mudik,Bitch,2,3,4,5,6
9,Norwegian Buhunds,Dog,2,3,4,5,6
9,Norwegian Buhunds,Bitch,2,3,4,5,6
9,Old English Sheepdogs,Dog,2,3,4,5,6
9,Old English Sheepdogs,Bitch,2,3,4,5,6
9,Pembroke Welsh Corgis,Dog,2,5,7,10,15
9,Pembroke Welsh Corgis,Bitch,2,6,9,12,17
9,Polish Lowland Sheepdogs,Dog,2,3,4,5,6
9,Polish Lowland Sheepdogs,Bitch,2,3,4,5,6
9,Pulik,Dog,2,3,4,5,6
9,Pulik,Bitch,2,3,4,5,6
9,Pumik,Dog,2,3,4,5,6
9,Pumik,Bitch,2,3,4,5,6
9,Pyrenean Shepherds,Dog,2,3,4,5,6
9,Pyrenean Shepherds,Bitch,2,3,4,5,6
9,Shetland Sheepdogs,Dog,2,5,8,9,10
9,Shetland Sheepdogs,Bitch,2,6,10,12,16
9,Spanish Water Dogs,Dog,2,3,4,5,6
9,Spanish Water Dogs,Bitch,2,3,4,5,6
9,Swedish Vallhunds,Dog,2,3,4,5,6
9,Swedish Vallhunds,Bitch,2,3,4,5,6
9,ALL OTHER BREEDS AND VARIETIES,Dog,2,3,4,5,6
9,ALL OTHER BREEDS AND VARIETIES,Bitch,2,3,4,5,6
9,Barbets,Dog,2,3,4,5,6
9,Barbets,Bitch,2,3,4,5,6
9,Bracchi Italiani,Dog,2,3,4,5,6
9,Bracchi Italiani,Bitch,2,3,4,5,6
9,Brittanys,Dog,2,3,4,5,8
9,Brittanys,Bitch,2,3,4,5,8
9,Lagotti Romagnoli,Dog,2,3,4,5,6
9,Lagotti Romagnoli,Bitch,2,3,4,5,6
9,Nederlandse Kooikerhondjes,Dog,2,3,4,5,6
9,Nederlandse Kooikerhondjes,Bitch,2,3,4,5,6
9,Pointers,Dog,2,3,4,5,6
9,Pointers,Bitch,2,3,4,5,6
9,Pointers (German Shorthaired),Dog,2,3,4,5,6
9,Pointers (German Shorthaired),Bitch,2,4,5,6,9
9,Pointers (German Wirehaired),Dog,2,3,4,5,6
9,Pointers (German Wirehaired),Bitch,2,3,4,5,6
9,Retrievers (Chesapeake Bay),Dog,2,3,4,5,6
9,Retrievers (Chesapeake Bay),Bitch,2,3,4,5,6
9,Retrievers (Curly-Coated),Dog,2,3,4,5,6
9,Retrievers (Curly-Coated),Bitch,2,3,4,5,6
9,Retrievers (Flat-Coated),Dog,2,3,4,5,7
9,Retrievers (Flat-Coated),Bitch,2,4,5,6,7
9,Retrievers (Golden),Dog,2,7,12,18,28
9,Retrievers (Golden),Bitch,4,11,18,24,36
9,Retrievers (Labrador),Dog,2,9,15,21,31
9,Retrievers (Labrador),Bitch,2,9,16,23,35
9,Retrievers (Nova Scotia Duck Tolling),Dog,2,3,4,5,6
9,Retrievers (Nova Scotia Duck Tolling),Bitch,2,4,5,6,8
9,Setters (English),Dog,2,3,4,5,6
9,Setters (English),Bitch,2,3,4,5,6
9,Setters (Gordon),Dog,2,3,4,5,6
9,Setters (Gordon),Bitch,2,4,5,6,7
9,Setters (Irish),Dog,2,3,4,5,6
9,Setters (Irish),Bitch,2,4,6,8,11
9,Setters (Irish Red and White),Dog,2,3,4,5,6
9,Setters (Irish Red and White),Bitch,2,3,4,5,6
9,Spaniels (American Water),Dog,2,3,4,5,6
9,Spaniels (American Water),Bitch,2,3,4,5,6
9,Spaniels (Boykin),Dog,2,3,4,5,6
9,Spaniels (Boykin),Bitch,2,3,4,5,6
9,Spaniels (Clumber),Dog,2,3,4,5,6
9,Spaniels (Clumber),Bitch,2,3,4,5,6
9,Spaniels (Cocker) Black,Dog,2,3,4,5,6
9,Spaniels (Cocker) Black,Bitch,2,3,4,5,7
9,Spaniels (Cocker) ASCOB,Dog,2,3,4,5,6
9,Spaniels (Cocker) ASCOB,Bitch,2,3,4,5,7
9,Spaniels (Cocker) Parti,Dog,2,3,4,5,7
9,Spaniels (Cocker) Parti,Bitch,2,3,4,5,6
9,Spaniels (English Cocker),Dog,2,3,4,6,9
9,Spaniels (English Cocker),Bitch,2,4,6,8,12
9,Spaniels (English Springer),Dog,2,3,4,5,6
9,Spaniels (English Springer),Bitch,2,4,5,7,10
9,Spaniels (Field),Dog,2,3,4,5,6
9,Spaniels (Field),Bitch,2,3,4,5,6
9,Spaniels (Irish Water),Dog,2,3,4,5,6
9,Spaniels (Irish Water),Bitch,2,3,4,5,6
9,Spaniels (Sussex),Dog,2,3,4,5,6
9,Spaniels (Sussex),Bitch,2,3,4,5,6
9,Spaniels (Welsh Springer),Dog,2,3,4,5,6
9,Spaniels (Welsh Springer),Bitch,2,3,4,5,6
9,Spinoni Italiani,Dog,2,3,4,5,6
9,Spinoni Italiani,Bitch,2,3,4,5,6
9,Vizslas,Dog,2,3,4,5,6
9,Vizslas,Bitch,2,4,6,8,13
9,Weimaraners,Dog,2,3,4,5,6
9,Weimaraners,Bitch,2,3,4,5,7
9,Wirehaired Pointing Griffons,Dog,2,3,4,5,6
9,Wirehaired Pointing Griffons,Bitch,2,3,4,5,6
9,Wirehaired Vizslas,Dog,2,3,4,5,6
9,Wirehaired Vizslas,Bitch,2,3,4,5,6
9,Afghan Hounds,Dog,2,3,4,5,8
9,Afghan Hounds,Bitch,2,3,4,5,8
9,American English Coonhounds,Dog,2,3,4,5,6
9,American English Coonhounds,Bitch,2,3,4,5,6
9,American Foxhounds,Dog,2,3,4,5,6
9,American Foxhounds,Bitch,2,3,4,5,6
9,Azawakhs,Dog,2,3,4,5,6
9,Azawakhs,Bitch,2,3,4,5,6
9,Basenjis,Dog,2,3,4,5,8
9,Basenjis,Bitch,2,4,5,6,8
9,Basset Hounds,Dog,2,3,4,5,8
9,Basset Hounds,Bitch,2,4,5,6,9
9,Black and Tan Coonhounds,Dog,2,3,4,5,6
9,Black and Tan Coonhounds,Bitch,2,3,4,5,6
9,Bloodhounds,Dog,2,3,4,5,6
9,Bloodhounds,Bitch,2,3,4,5,6
9,Bluetick Coonhounds,Dog,2,3,4,5,6
9,Bluetick Coonhounds,Bitch,2,3,4,5,6
9,Borzois,Dog,2,4,5,6,9
9,Borzois,Bitch,2,4,6,8,12
9,Cirnechi dell’Etna,Dog,2,3,4,5,6
9,Cirnechi dell’Etna,Bitch,2,3,4,5,6
9,Dachshunds (Longhaired),Dog,2,3,4,6,10
9,Dachshunds (Longhaired),Bitch,2,5,8,10,13
9,Dachshunds (Smooth),Dog,2,4,5,6,7
9,Dachshunds (Smooth),Bitch,2,6,9,10,13
9,Dachshunds (Wirehaired),Dog,2,3,4,5,7
9,Dachshunds (Wirehaired),Bitch,2,5,7,8,11
9,English Foxhounds,Dog,2,3,4,5,6
9,English Foxhounds,Bitch,2,3,4,5,6
9,Grand Basset Griffon Vendeens,Dog,2,3,4,5,6
9,Grand Basset Griffon Vendeens,Bitch,2,3,4,5,6
9,Greyhounds,Dog,2,3,4,5,6
9,Greyhounds,Bitch,2,3,4,5,6
9,Harriers,Dog,2,3,4,5,6
9,Harriers,Bitch,2,3,4,5,6
9,Ibizan Hounds,Dog,2,3,4,5,6
9,Ibizan Hounds,Bitch,2,3,4,5,6
9,Irish Wolfhounds,Dog,2,3,4,7,13
9,Irish Wolfhounds,Bitch,2,5,7,12,22
9,Norwegian Elkhounds,Dog,2,3,4,5,6
9,Norwegian Elkhounds,Bitch,2,3,4,5,8
9,Otterhounds,Dog,2,3,4,5,6
9,Otterhounds,Bitch,2,3,4,5,6
9,Petits Bassets Griffons Vendeens,Dog,2,3,4,5,6
9,Petits Bassets Griffons Vendeens,Bitch,2,3,4,5,6
9,Pharaoh Hounds,Dog,2,3,4,5,6
9,Pharaoh Hounds,Bitch,2,3,4,5,6
9,Plott Hounds,Dog,2,3,4,5,6
